index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
647ccbe9d567b1a372110dedfbd02a49,2025-10-11T10:30:05Z,'Klimawandel',www.zeit.de,de,1.0,Umweltschutz: Wattenmeer stärker bedroht: Klimawandel und Windparks,Hier finden Sie Informationen zu dem Thema „Umweltschutz“. Lesen Sie jetzt „Wattenmeer stärker bedroht: Klimawandel und Windparks“.,https://www.zeit.de/news/2025-10/11/wattenmeer-staerker-bedroht-klimawandel-und-windparks,https://img.zeit.de/news/2025-10/11/wattenmeer-staerker-bedroht-klimawandel-und-windparks-image-group/wide__1300x731,,"Das Wattenmeer als Weltnaturerbe ist heute bedrohter als noch vor fünf Jahren. Zu diesem Schluss kommt die Weltnaturschutzunion (IUCN) in einer Analyse, die sie bei ihrem Kongress in Abu Dhabi veröff… [+2493 chars]",
71a495d885eb2c0d5be3442f992a4080,2025-10-11T13:05:48Z,'Hungersnot',www.n-tv.de,de,1.0,"""Bei lebendigem Leib verbrannt"": RSF schießt Drohnen auf Flüchtlingslager im Sudan",Im Sudan spielt sich einer der schlimmsten humanitären Katastrophen weltweit ab. Über die Hälfte der Bevölkerung leidet unter einer Hungersnot. Bei jüngsten Angriffen in Al-Faschir sterben mindestens 60 Geflüchtete. Aktivisten berichten von grausamen Morden.,https://www.n-tv.de/politik/RSF-schiesst-Drohnen-auf-Fluechtlingslager-im-Sudan-article26090197.html,https://www.n-tv.de/img/incoming/crop26090250/3471329521-cImg_16_9-w1200/535663169-1-.jpg,,Im Sudan spielt sich einer der schlimmsten humanitären Katastrophen weltweit ab. Über die Hälfte der Bevölkerung leidet unter einer Hungersnot. Bei jüngsten Angriffen in Al-Faschir sterben mindestens… [+2044 chars],
5dcb40b0979bd8a057e1ad5545becd63,2025-10-12T06:07:06Z,'Wasserkrise',www.diepresse.com,de,0.1,Fortschritt: Wir (er)finden schon einen Weg hinaus,"Die Welt braucht radikale Innovation. Ideen gibt es genug, zeigt der Nobelpreis für Klimatechnologie. Und wo der Staat den Geldhahn abdreht, springen gerade teils private Investoren ein. Das macht Mut.",https://www.diepresse.com/20191478/fortschritt-wir-erfinden-schon-einen-weg-hinaus,https://img.diepresse.com/public/incoming/hve3x7-TOPSHOT-JAPAN-ENERGY-ENVIRONMENT-WIND/alternates/DPR_SOCIAL_MEINUNG/TOPSHOT-JAPAN-ENERGY-ENVIRONMENT-WIND,http://web.archive.org/web/20251012070433/https://www.diepresse.com/20191478/fortschritt-wir-erfinden-schon-einen-weg-hinaus,"Die Welt braucht radikale Innovation. Ideen gibt es genug, zeigt der Nobelpreis für Klimatechnologie. Und wo der Staat den Geldhahn abdreht, springen gerade teils private Investoren ein. Das macht Mu… [+5299 chars]",
295d335eb9f16c32158036c4d220fe64,2025-10-12T10:00:00Z,'Wasserknappheit',www.morgenpost.de,de,0.1,In Italien wird es immer heißer – jetzt werden Bananen angebaut,Italien wird tropisch: Auf Sizilien baut der Großkonzern Chiquita nun Bananen an. Schon in einem Jahr sollen sie im Handel erhältlich sein.,https://www.morgenpost.de/wirtschaft/article410169993/in-italien-wird-es-immer-heisser-jetzt-werden-bananen-angebaut.html,https://img.sparknews.funkemedien.de/410171014/410171014_1760262652_v16_9_1600.jpeg,,"Die Tropikalisierung des Klimas, also der Wandel hin zu wärmeren, feuchteren und tropischeren Bedingungen in ehemals gemäßigten Zonen, treibt in Italien wortwörtlich bunte Blüten: Besonders der Süden… [+3402 chars]",
d366f60677177cc7d79ced6fe05b1073,2025-10-12T17:35:45Z,'Wassermanagement',www.jungewelt.de,de,1.0,Wassermanagement in Niedersachsen: »Der Plan blendet künftige Verteilungskämpfe aus«,"Niedersachsens Umweltministerium legt einen »Masterplan Wasser« vor. Kritik von Verbänden. Ein Gespräch mit Friedhart Knolle, Vorsitzender des Wissenschaftlichen Beirats des BUND Niedersachsen.",https://www.jungewelt.de/artikel/510236.wassermanagement-in-niedersachsen-der-plan-blendet-künftige-verteilungskämpfe-aus.html,https://www.jungewelt.de/img/1100/214336.jpg,,"Das Klima in Niedersachsen hat sich seit 1881 um 2,4 Grad erwärmt, zugleich stieg der Wasserverbrauch um bis zu einem Drittel an. Das Landesumweltministerium hat nun einen »Masterplan Wasser« mit dre… [+3656 chars]",
81893fc29667c6cffda9155cf97e5a9b,2025-10-13T05:37:36Z,'Klimawandel',www.zeit.de,de,1.0,Ernährung: Mehr Gentechnik im Essen?,"Ja, sagt der Cheflobbyist des Chemiekonzerns Bayer: Nur so könne sich die Menschheit im Klimawandel noch ernähren. Der Grünen-Politiker Karl Bär widerspricht.",https://www.zeit.de/2025/43/ernaehrung-gentechnik-essen-matthias-berninger-bayer-karl-baer-gruene,https://img.zeit.de/2025/43/mehr-gentechnik-im-essen-bild-1/wide__1300x731,http://web.archive.org/web/20251009032857/https://www.zeit.de/2025/43/ernaehrung-gentechnik-essen-matthias-berninger-bayer-karl-baer-gruene,"DIE ZEIT: Herr Berninger, die Menschheit betreibt seit Jahrtausenden Landwirtschaft und hat das ohne Gentechnik ganz gut hinbekommen. Warum brauchen wir sie Ihrer Meinung nach heute? 
Matthias Berni… [+549 chars]",
cb63509a0890452b338d4404f3637e0f,2025-10-13T11:07:44Z,'Dürre',ooe.orf.at,de,1.0,Spitzenerträge bei Herbsternte,"Ein Jahr „ohne Dürre“ sorgt für Spitzenerträge in der aktuellen Herbsternte, zogen in Linz Landwirtschaftskammerpräsident Franz Waldenberger und der Leiter der Abteilung Pflanzenbau, Helmut Feitzlmayr, Bilanz. Trotz positiver Mengenentwicklung drücke aber ein…",https://ooe.orf.at/stories/3325628/,https://ibs.orf.at/ooe?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2021%2F41%2F58%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F1101291_master_391158_be0i3216.jpg%3Fs%3D18b2a50d6f47f583d8c11fc61cc97b641303bf75,,"Mehr als die Hälfte vom Mais ist geerntet und die Landwirtschaftskammer Oberösterreich (LK OÖ) geht von einem Durchschnittsertrag von ca. 12,1 Tonnen pro Hektar aus. Dies bedeute ein Plus von 11 Proz… [+2703 chars]",
4e75b2aa4f9d529acc5c793e6cfcf13a,2025-10-13T17:41:37Z,'Wasserkrise',www.jungewelt.de,de,0.9,Ökologie: Kampf um jeden Tropfen [Online-Abo],"Menschen verdursten, Städte liegen auf dem Trockenen, und Staaten nehmen sich gegenseitig Wasser weg. Ein Überblick über die weltweite Wasserkrise.",https://www.jungewelt.de/artikel/510299.ökologie-kampf-um-jeden-tropfen.html,https://www.jungewelt.de/img/1100/214390.jpg,,"Uneingeschränkter Zugriff auf alle Inhalte: Erleben Sie die Tageszeitung junge Welt in gedruckter oder digitaler Form oder beides kombiniert.
Nachrichtenauswahl und -aufbereitung erfordern finanziel… [+458 chars]",
0aa1dc6500b94b00603faf63407bc4fe,2025-10-14T03:30:06Z,'Wasserknappheit',www.zeit.de,de,0.1,Händewaschen: Warum Händewaschen hilft – aber nicht überall möglich ist,Hier finden Sie Informationen zu dem Thema „Händewaschen“. Lesen Sie jetzt „Warum Händewaschen hilft – aber nicht überall möglich ist“.,https://www.zeit.de/news/2025-10/14/warum-haendewaschen-hilft-aber-nicht-ueberall-moeglich-ist,https://img.zeit.de/news/2025-10/14/warum-haendewaschen-hilft-aber-nicht-ueberall-moeglich-ist-image-group/wide__1300x731,,"Unsere Hände kommen häufig mit Keimen in Kontakt etwa beim Müll raustragen oder rund um die Toilette. Krankheitserreger können über Hände auf alles übertragen werden, was man damit anfasst. Berührt m… [+5056 chars]",
348b8007fad0c0243633791644930b9b,2025-10-14T03:30:06Z,'Wasserknappheit',www.stern.de,de,0.1,Händewaschen: Warum Händewaschen hilft – aber nicht überall möglich ist,"Unsere Hände sind Keim-Hotspots. Der Welttag des Händewaschens erinnert daran, wie man sich mit Wasser und Seife schützen kann – diese Dinge sind allerdings nicht überall selbstverständlich.",https://www.stern.de/panorama/wissen/haendewaschen--warum-haendewaschen-hilft---aber-nicht-ueberall-moeglich-ist-36128642.html,https://image.stern.de/36128644/t/SQ/v1/w1440/r1.7778/-/14--wiecqfi67jv1axs2048jpeg---e3fa0a9c4a2b3851.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Unsere Hände sind Keim-Hotspots. Der Welttag des Händewaschens erinnert daran, wie man sich mit Wasser und Seife schützen kann diese Dinge sind a… [+5260 chars]",
349ebc4cdf238cffb5bb89f5072b9c7a,2025-10-14T12:34:23Z,'Wassermanagement',www.diepresse.com,de,0.1,Wie China mit immer weniger Wasser überleben will [premium],"Für die KP-Führung ist eine sichere Wasserversorgung vorrangig. Doch China verfügt über relativ wenig Süßwasservorräte, vor allem im trockenen Norden. Riesige Wasserkanäle sollen Abhilfe schaffen. Langfristig aber braucht es mehr als nur Infrastrukturprojekte.",https://www.diepresse.com/20191612/wie-china-mit-immer-weniger-wasser-ueberleben-will,https://img.diepresse.com/public/incoming/4mu0pi-CHINA-WEATHER/alternates/DPR_SOCIAL_MAGAZIN/CHINA-WEATHER,,"Heuer war alles anders. Braune Wassermassen ergossen sich im Juli über die Hügel von Miyun. Die Fluten rissen Fahrzeuge und Gebäudeteile mit sich, töteten 44Menschen. Dort, in den nördlichen Ausläufe… [+12108 chars]",
2a30b6e4388e9fa1f5619ce9d59356a4,2025-10-15T09:18:26Z,'Wasserknappheit',www.bild.de,de,0.1,Top-Urlaubsziele betroffen - 34 griechische Inseln wollen Eintritt von Touris,"Jetzt wird’s ernst für Griechenland-Fans: Ganze 34 Inseln – darunter Traumziele wie Rhodos, Mykonos und Santorini.",https://www.bild.de/leben-wissen/reisen/34-griechische-inseln-wollen-eintritt-fuer-touristen-68ef53af1163706683d93836,"https://images.bild.de/68ef53af1163706683d93836/b8911685236810d1668c83e85d6ca019,1b4f75be?w=1280",,"Um den TTS Player darzustellen, brauchen wir deine Zustimmung. 
 externen Inhalt aktivieren Um eingebettete Inhalte anzuzeigen, ist Ihre jederzeit widerrufliche Einwilligung (über den Schalter oder … [+2902 chars]",
06173aece127013fd863bf5a8d03d006,2025-10-15T11:09:22Z,'Klimawandel',www.zeit.de,de,1.0,Klimawandel: Drastischer CO2-Anstieg in der Atmosphäre,Hier finden Sie Informationen zu dem Thema „Klimawandel“. Lesen Sie jetzt „Drastischer CO2-Anstieg in der Atmosphäre“.,https://www.zeit.de/news/2025-10/15/drastischer-co2-anstieg-in-der-atmosphaere,https://img.zeit.de/news/2025-10/15/drastischer-co2-anstieg-in-der-atmosphaere-image-group/wide__1300x731,,Die Konzentration von klimaschädlichem Kohlendioxid (CO2) in der Atmosphäre ist 2024 drastisch gestiegen - so stark wie seit Beginn der modernen Messungen 1957 nicht. Die jährliche Zunahme habe sich … [+2991 chars],
a2eabf9a52bb6a63e12e0415cba8aced,2025-10-16T03:00:13Z,'Klimawandel',www.zeit.de,de,1.0,Natur im Klimawandel: Pflegedienst an der Natur: Parkseminar in Wechselburg,Hier finden Sie Informationen zu dem Thema „Natur im Klimawandel“. Lesen Sie jetzt „Pflegedienst an der Natur: Parkseminar in Wechselburg“.,https://www.zeit.de/news/2025-10/16/pflegedienst-an-der-natur-parkseminar-in-wechselburg,https://img.zeit.de/news/2025-10/16/pflegedienst-an-der-natur-parkseminar-in-wechselburg-image-group/wide__1300x731,,"Der Schlosspark Wechselburg bekommt eine neue Weymouthskiefer. Der Baum ist als Ersatz für jenen mehr als 200 Jahre alten Artgenossen gedacht, der bei einem Sturm vor zwei Jahren umfiel. «Der Schloss… [+777 chars]",
6a08b1166b22b98be63492008852b982,2025-10-16T06:00:18Z,'Trockenstress',www.zeit.de,de,1.0,"Historische Parkanlage: Seltene Arten, alte Bäume: Park Wechselburg im Klimawandel","Hier finden Sie Informationen zu dem Thema „Historische Parkanlage“. Lesen Sie jetzt „Seltene Arten, alte Bäume: Park Wechselburg im Klimawandel“.",https://www.zeit.de/news/2025-10/16/seltene-arten-alte-baeume-park-wechselburg-im-klimawandel,https://img.zeit.de/news/2025-10/16/seltene-arten-alte-baeume-park-wechselburg-im-klimawandel-image-group/wide__1300x731,,"Wer den Schlosspark Wechselburg betritt, kann sich dem Zauber der Natur kaum entziehen. Dafür sorgen auch seltene Baumarten wie Tulpenbaum, Trompetenbaum oder Kuchenbaum. «Im Park gibt es Bäume aus a… [+4493 chars]",
a17dd06b4c5dcc8748e79f40bf854206,2025-10-16T06:00:18Z,'Klimawandel',www.stern.de,de,1.0,"Historische Parkanlage: Seltene Arten, alte Bäume: Park Wechselburg im Klimawandel",Im Schlosspark Wechselburg trifft Natur- auf Denkmalschutz. Das birgt Herausforderungen. Nun soll der Park mit einem Pflegekonzept fit für den Klimawandel gemacht werden soll.,https://www.stern.de/gesellschaft/regional/sachsen/historische-parkanlage--seltene-arten--alte-baeume--park-wechselburg-im-klimawandel-36135374.html,https://image.stern.de/36135376/t/J9/v1/w1440/r1.7778/-/16--7ptyhjxzgzv9axs2048jpeg---ab51197f23439d0a.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Im Schlosspark Wechselburg trifft Natur- auf Denkmalschutz. Das birgt Herausforderungen. Nun soll der Park mit einem Pflegekonzept fit für den Kl… [+4947 chars]",
d948bff26c4c0856d3ec0761644fe568,2025-10-16T11:14:30Z,'Wassermanagement',www.stern.de,de,0.1,Klima: Türkei: So wenig Regen wie seit 52 Jahren nicht,In der Türkei kommt es immer wieder zu Wassermangel. Ein Grund ist fehlender Regen. Eine Provinz kämpft derzeit besonders mit dem Problem. Trinkwasser von dort geht auch nach Deutschland.,https://www.stern.de/panorama/klima--tuerkei--so-wenig-regen-wie-seit-52-jahren-nicht-36136756.html,https://image.stern.de/36136758/t/Xt/v1/w1440/r1.7778/-/16--zlovecmoeuv22axs2048jpeg---5a7fc9fe4d7fb449.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
In der Türkei kommt es immer wieder zu Wassermangel. Ein Grund ist fehlender Regen. Eine Provinz kämpft derzeit besonders mit dem Problem. Trinkw… [+1535 chars]",
7dd0a6919693642d51b7a698e2c72c7b,2025-10-16T11:15:34Z,'Wassermanagement',www.tagesspiegel.de,de,0.1,Klima: Türkei: So wenig Regen wie seit 52 Jahren nicht,In der Türkei kommt es immer wieder zu Wassermangel. Ein Grund ist fehlender Regen. Eine Provinz kämpft derzeit besonders mit dem Problem. Trinkwasser von dort geht auch nach Deutschland.,https://www.tagesspiegel.de/gesellschaft/panorama/klima-turkei-so-wenig-regen-wie-seit-52-jahren-nicht-14583857.html,https://www.tagesspiegel.de/images/14583854/alternates/BASE_16_9_W1400/1760613334000/wetter-in-der-turkei.jpeg,,In der Türkei hat es im Schnitt in den vergangenen zwölf Monaten so wenig wie seit Jahrzehnten nicht mehr geregnet. Der durchschnittliche Niederschlag zwischen dem 1. Oktober 2024 und 20. September 2… [+1384 chars],
a14225d13cf4123cbaa4f36a6fa7cc27,2025-10-16T11:30:25Z,'Wasserknappheit',t3n.de,de,0.1,Durstige KI: Pläne für Rechenzenten lösen Alarm in Europas trockensten Regionen aus,"Europa will mit Macht und Milliarden zum KI-Zentrum werden. Die Infrastruktur entsteht aber oft in Regionen, in denen das Wasser knapp ist. Was bedeutet das für die Versorgung? Im April 2025 hat die EU ihren Aktionsplan „KI-Kontinent“ vorgestellt, mit dem Eur…",https://t3n.de/news/ki-datenzentrum-europa-wasser-1712489/,https://cdn.t3n.de/news/wp-content/uploads/2025/03/ki-rechenzentrum-coreweave-nvidia.jpg?class=content,,"Im April 2025 hat die EU ihren Aktionsplan KI-Kontinent vorgestellt, mit dem Europa zum weltweiten KI-Spitzenreiter werden soll. 200 Milliarden Euro sollen dafür in die Hand genommen und bis zu fünf … [+2783 chars]",
6cf2466eb1673b122db49cc8870ad8f2,2025-10-16T11:41:45Z,'Wassermanagement',www.zeit.de,de,0.1,Klima: Türkei: So wenig Regen wie seit 52 Jahren nicht,Hier finden Sie Informationen zu dem Thema „Klima“. Lesen Sie jetzt „Türkei: So wenig Regen wie seit 52 Jahren nicht“.,https://www.zeit.de/news/2025-10/16/tuerkei-so-wenig-regen-wie-seit-52-jahren-nicht,https://img.zeit.de/news/2025-10/16/tuerkei-so-wenig-regen-wie-seit-52-jahren-nicht-image-group/wide__1300x731,,In der Türkei hat es im Schnitt in den vergangenen zwölf Monaten so wenig wie seit Jahrzehnten nicht mehr geregnet. Der durchschnittliche Niederschlag zwischen dem 1. Oktober 2024 und 20. September 2… [+1332 chars],
930afb8e989b282b8bcf735cf8616404,2025-10-16T14:37:36Z,'Dürre',www.n-tv.de,de,0.9,Klimawandel ist Hauptursache: Australiens Regenwälder stoßen mehr CO2 aus als sie speichern,"Die Tropen Australiens leiden zunehmend unter Hitze, Dürre und Wirbelstürmen. Einst als große CO2-Speicher bekannt, stoßen sie nun selbst klimaschädliches CO2 aus, wie Forscher feststellen. Auch in anderen Urwäldern nimmt die Speicherkapazität ab.",https://www.n-tv.de/wissen/Australiens-Regenwaelder-stossen-mehr-CO2-aus-als-sie-speichern-article26101521.html,https://www.n-tv.de/img/incoming/crop26101601/4431325425-cImg_16_9-w1200/427821757.jpg,,"Die Tropen Australiens leiden zunehmend unter Hitze, Dürre und Wirbelstürmen. Einst als große CO2-Speicher bekannt, stoßen sie nun selbst klimaschädliches CO2 aus, wie Forscher feststellen. Auch in a… [+3253 chars]",
0cd31ba477d185c83070c033854fcdca,2025-10-17T12:10:01Z,'Dürre',science.orf.at,de,1.0,Pflanzen verkraften Dürrejahre schlecht,"Lange anhaltende Hitzeperioden werden häufiger. Ein internationales Forschungsteam untersuchte nun die weltweiten Folgen von Dürre. Die Studie zeigt, dass Pflanzen den Regenausfall nach einigen wenigen Dürrejahren kaum mehr kompensieren können.",https://science.orf.at/stories/3232527/,https://ibs.orf.at/science?image=https%3A%2F%2Ftubestatic.orf.at%2Fmims%2F2020%2F32%2F25%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F644180_master_221625_themenbild_trockenheit_duerre_landwirtschaft_.jpg%3Fs%3Db1b939a48e6d7bf0bd3ea3d66f7b3b4d03e97033,,"Wissenschaftlerinnen und Wissenschaftler analysierten für die weitverzweigte, im Fachjournal Science erschienene Studie die Produktivität in 74 Gras- oder Busch- bzw. Strauchland-Ökosystemen unter ve… [+3771 chars]",
69abfcb2e7582410245c029c136383f1,2025-10-17T13:38:13Z,'Dürre Klimawandel',www.stern.de,de,0.1,Gefahr für die Ärmsten: 900 Millionen Menschen laut UNO von Klima-Schocks bedroht,"Knapp 80 Prozent der Ärmsten der Welt und damit fast 900 Millionen Menschen sind nach UN-Angaben den zunehmenden katastrophalen Folgen des Klimawandels direkt ausgeliefert. ""Niemand ist immun gegen die zunehmend häufigen und stärkeren Auswirkungen des Klimawa…",https://www.stern.de/news/gefahr-fuer-die-aermsten--900-millionen-menschen-laut-uno-von-klima-schocks-bedroht-36140838.html,https://image.stern.de/36140840/t/l5/v1/w1440/r1.7778/-/17--durch-den-klimawandel-nehmen-hitzewellen-und-duerren-zu---f8376054417d6b52.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Knapp 80 Prozent der Ärmsten der Welt und damit fast 900 Millionen Menschen sind nach UN-Angaben den zunehmenden katastrophalen Folgen des Klimaw… [+1979 chars]",
290d8a3feb7d4191741afd60cd3b61d8,2025-10-17T15:30:31Z,'Dürre Klimawandel',www.zeit.de,de,0.1,Klimaschutz: Mehr Bäume für Berlin geplant,Hier finden Sie Informationen zu dem Thema „Klimaschutz“. Lesen Sie jetzt „Mehr Bäume für Berlin geplant“.,https://www.zeit.de/news/2025-10/17/mehr-baeume-fuer-berlin-geplant,https://img.zeit.de/news/2025-10/17/mehr-baeume-fuer-berlin-geplant-image-group/wide__1300x731,,Berlin soll grüner werden und in den kommenden 15 Jahren Hunderttausende zusätzliche Bäume bekommen. Auf einen entsprechenden Gesetzentwurf verständigten sich die Koalitionsfraktionen CDU und SPD mit… [+2533 chars],
3dbfe5050390a81ddc1d677e95102640,2025-10-17T15:30:31Z,'Dürre Klimawandel',www.stern.de,de,0.1,Klimaschutz: Mehr Bäume für Berlin geplant,"Statt Volksentscheid nun ein Gesetz: CDU, SPD und die Bürgerinitiative ziehen beim Baumprogramm für Berlin jetzt an einem Strang. Wie viel Grün bekommt die Hauptstadt?",https://www.stern.de/gesellschaft/regional/berlin-brandenburg/klimaschutz--mehr-baeume-fuer-berlin-geplant-36141154.html,https://image.stern.de/36141156/t/6Z/v1/w1440/r1.7778/-/17--xmxfeo27qkv14axs2048jpeg---4b5ea11bad1972ab.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Statt Volksentscheid nun ein Gesetz: CDU, SPD und die Bürgerinitiative ziehen beim Baumprogramm für Berlin jetzt an einem Strang. Wie viel Grün b… [+2978 chars]",
99e26d63f10c7feec9479a1cd6f9c130,2025-10-17T15:31:59Z,'Dürre Klimawandel',www.tagesspiegel.de,de,0.1,Klimaschutz: Mehr Bäume für Berlin geplant,"Statt Volksentscheid nun ein Gesetz: CDU, SPD und die Bürgerinitiative ziehen beim Baumprogramm für Berlin jetzt an einem Strang. Wie viel Grün bekommt die Hauptstadt?",https://www.tagesspiegel.de/berlin/klimaschutz-mehr-baume-fur-berlin-geplant-14598017.html,https://www.tagesspiegel.de/images/14598014/alternates/BASE_16_9_W1400/1760715119000/baume-in-berlin.jpeg,,Berlin soll grüner werden und in den kommenden 15 Jahren Hunderttausende zusätzliche Bäume bekommen. Auf einen entsprechenden Gesetzentwurf verständigten sich die Koalitionsfraktionen CDU und SPD mit… [+2590 chars],
1f1238aa2f2e986a10b5c8cf57b2c123,2025-10-18T14:51:00Z,'Dürre teuer',www.nzz.ch,de,0.1,Das historische Bild: Eine Frage der Würde,"Jede Woche wählt unsere Redaktion ein geschichtsträchtiges Foto aus. Diese Woche: Sarajevo, 1. Juni 1995",https://www.nzz.ch/nzz-am-sonntag/report-und-debatte/die-frau-die-in-sarajevo-zum-symbol-fuer-schoenheit-und-wuerde-im-krieg-wurde-ld.1879296,"https://img.nzz.ch/2025/10/17/6acf0804-e441-4cc9-ad12-a4d09ddd6e1e.jpg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=5090,2863,x0,y87&wmark=nzz",,"Jede Woche wählt unsere Redaktion ein geschichtsträchtiges Foto aus. Diese Woche: Sarajevo, 1. Juni 1995
Schönheit und Würde sind nahe Verwandte. Auch daran erinnert dieses Bild aus dem Bosnienkrieg… [+47306 chars]",
e19a278fe91872789ddb81b7e251815d,2025-10-20T04:48:15Z,'Wasserkrise',www.tagesspiegel.de,de,0.1,Tiefstwerte bis 5 Grad: Woche startet mit Sonne und Wolken in Berlin und Brandenburg,Nach frostigem Start sorgt die Sonne in Berlin und Brandenburg für einen freundlichen Wochenbeginn. Später ziehen allerdings wieder Wolken auf.,https://www.tagesspiegel.de/berlin/tiefstwerte-bis-5-grad-woche-startet-mit-sonne-und-wolken-in-berlin-und-brandenburg-14607641.html,https://www.tagesspiegel.de/images/14607638/alternates/BASE_16_9_W1400/1760935695000/herbst-am-kloster-chorin.jpeg,,"Die Woche startet mit wechselhaftem Wetter in Berlin und Brandenburg. Nach einem stellenweise frostigen Morgen scheint zunächst die Sonne, wie der Deutsche Wetterdienst mitteilte. Später ziehen von W… [+937 chars]",
84f578eadc246e561ba7ede2b3ca99f5,2025-10-20T10:23:24Z,'Wasserknappheit',kaernten.orf.at,de,1.0,Wasserknappheit und E-Coli-Bakterien,"In Pischeldorf herrscht Wasserknappheit wegen geringer Quellschüttung, die Notversorgung aus Brückl ist derzeit unterbrochen. Auch Bad Eisenkappel hat Probleme mit dem Trinkwasser, es ist mit E-Coli verunreinigt. Seit Wochen müssen über 100 Haushalte ihr Wass…",https://kaernten.orf.at/stories/3326549/,https://ibs.orf.at/ktn?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2023%2F39%2F68%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F1952750_master_734368_claudio-schwarz-fi_3xz4yaki-unsplash.jpg%3Fs%3Daf56435d2568acc22dcb34e0c8def7587877ce73,,Seit dem Sommer gibt es in Pischeldorf eine Wasserknappheit. Bis zum 30. September wurde deshalb eine Notversorgung von der Nachbargemeinde Brückl installiert. Diese vertraglich zugesicherte Unterstü… [+1830 chars],
523b6f4a4d252a6368366721e7416b75,2025-10-21T14:40:56Z,'Dürre',www.diepresse.com,de,1.0,Rechte Mehrheit im Europaparlament killt EU-Waldgesetz [premium],"Eine Verordnung sollte für bessere Daten zur Bekämpfung von Schädlingen, Dürre, und Waldbränden führen. Die nationalen Regierungen unterstützen dies, doch eine EVP-geführte Mehrheit im Parlament begrub den Vorschlag.",https://www.diepresse.com/20228322/rechte-mehrheit-im-europaparlament-killt-eu-waldgesetz,https://img.diepresse.com/public/incoming/75w2ra-imago-images-0830873297/alternates/DPR_SOCIAL_MAGAZIN/imago%20images%200830873297,,"Die Europäische Kommission hatte dieses Gesetz im November vor zwei Jahren vorgeschlagen, um ein besseres Lagebild über den Zustand der Wälder in Europa zu erstellen. Ziel war es, bessere Daten über … [+2333 chars]",
ac81493cf17f3c36ab18eae2571e41c9,2025-10-22T01:30:14Z,'Klimawandel',www.zeit.de,de,1.0,Auf die Nuss gekommen: Klimawandel als Chance: Sind Nüsse die Zukunft des Obstbaus?,Hier finden Sie Informationen zu dem Thema „Auf die Nuss gekommen“. Lesen Sie jetzt „Klimawandel als Chance: Sind Nüsse die Zukunft des Obstbaus?“.,https://www.zeit.de/news/2025-10/22/klimawandel-als-chance-sind-nuesse-die-zukunft-des-obstbaus,https://img.zeit.de/news/2025-10/22/klimawandel-als-chance-sind-nuesse-die-zukunft-des-obstbaus-image-group/wide__1300x731,,"Der Klimawandel mit trockenen Sommern hat Obstbauer Peter Schwalbach zu einer radikalen Umstellung seines Betriebs veranlasst. Statt auf Sauerkirschen, Zwetschgen und Mirabellen setzt er im rheinhess… [+5532 chars]",
4cd1c8d9dfead62d0d9460c764b049eb,2025-10-22T01:30:14Z,'Trockenstress',www.stern.de,de,1.0,Auf die Nuss gekommen: Klimawandel als Chance: Sind Nüsse die Zukunft des Obstbaus?,Einige Betriebe in Rheinland-Pfalz setzen auf die knackigen Energiespender - und etwa auf Mandeln. Noch ist es eine Nische. Aber das Potenzial wächst.,https://www.stern.de/gesellschaft/regional/rheinland-pfalz-saarland/auf-die-nuss-gekommen--klimawandel-als-chance--sind-nuesse-die-zukunft-des-obstbaus--36151036.html,https://image.stern.de/36151038/t/wn/v1/w1440/r1.7778/-/22--inyrjhrwi3v6axs2048jpeg---195296bb74000bf2.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Einige Betriebe in Rheinland-Pfalz setzen auf die knackigen Energiespender - und etwa auf Mandeln. Noch ist es eine Nische. Aber das Potenzial wä… [+5961 chars]",
f7f5e13307c2534b931054bac067e12e,2025-10-22T07:00:00Z,'Wasserknappheit',www.perlentaucher.de,de,0.1,"EFEU - DIE KULTURRUNDSCHAU: Man sieht zwar nichts, aber egal","Alexei Ratmanskys in Wien aufgeführtes, technisch atemberaubendes Ballett ""Kallirhoe"" begeistert die Feuilletons - der FAZ wird schon beim Hinsehen schwindlig. Über Agnieszka Hollands Kafka-Film ""Franz K."" wiederum streitet die Kritik, der Tagesspiegel zumind…",https://www.perlentaucher.de/efeu/2025-10-22.html,https://www.perlentaucher.de/static/img/perlentaucher-logo-512x.png,,"Humboldt-Forum: On Water. Ein sogenannter Eisstupa ist ein künstlich aufgeschichteter Eiskegel, der im Himalaya zur Speicherung von Schmelzwasser dient und so Wasserknappheit lindern soll.© Lobzang D… [+4112 chars]",
