day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-09-23,-0.6426589694421645,1.7625338297080966,-0.14426167482946275,0.2666501862136662,2.0
2025-09-24,0.9057918232442541,1.286942014144781,0.5497276861263045,1.1594893496064682,2.0
2025-09-26,0.5872681611706589,0.01389256325130069,-0.5983095311618971,0.10024182138792052,2.0
2025-09-28,-0.4,1.0,0.0,1.0,1.0
2025-09-29,0.29297271991115315,1.8748489922649914,-1.0323300064195393,0.4818242230404376,2.0
2025-09-30,0.305245753800715,1.0,-0.27015509569400875,1.0,1.0
2025-10-01,-0.2631160483777821,0.824754567822789,-0.010176365261894138,1.3775172540278864,3.0
2025-10-02,0.72491995338487,1.131852758145671,0.5893241662444133,1.77419580315535,2.0
2025-10-03,0.07353084666741885,0.7404268409189149,-0.5177468665074347,0.013690991587335784,2.0
2025-10-04,0.21584603911624053,0.3692122672346331,-0.6228714723215837,0.09121820827550617,3.0
2025-10-07,0.2908816761282751,0.8201365260837772,-0.19090851042830184,0.4759102274581724,2.0
2025-10-08,0.6213572861845181,1.488904006674463,-0.6402551219858181,0.15956184481286195,2.0
2025-10-09,1.0784601977890451,0.29381887743114016,0.656583379264315,1.399860551234761,3.0
2025-10-10,-0.8957069729507078,2.160457481462761,-0.7084945812339747,0.148835884452207,3.0
2025-10-11,-0.048047608887653304,0.5660734905529385,-0.6141312681472828,0.10959810439150393,2.0
2025-10-12,0.7125689453377935,0.47200753442825705,-0.7155681135026594,0.0837883510492064,3.0
2025-10-13,0.6367334687932471,1.208037408490026,0.4840016896800588,1.1813537930009375,3.0
2025-10-14,0.6728791042557197,1.356047406293129,-0.08917855992021857,0.7670563602505924,3.0
2025-10-15,0.4273405353306116,1.0402242665962707,-0.5634476851651924,0.17383742217676004,3.0
2025-10-16,0.29964488360160857,0.3685938258300896,0.7435109185989652,1.560577738159236,8.0
2025-10-17,-0.6185063994095641,0.597983482417913,1.0936113233496851,1.7095883153452105,5.0
2025-10-18,0.390201156174141,1.0,-0.49066627503737276,1.0,1.0
2025-10-20,0.23740778047905142,0.6642546970336314,-0.7091762944214992,1.0,2.0
2025-10-21,1.4769072979275166,1.0,-0.6652217173194476,1.0,1.0
2025-10-22,0.07531456608701324,0.2479861729799749,-0.35468718827562234,0.307202600972871,3.0
2025-10-23,-0.9843688267317827,0.8708549098780274,0.3126645401678834,1.2010890972783392,2.0
2025-10-24,0.6931360500075981,0.8213269658812912,0.3427195290284944,0.8254186895110815,3.0
2025-10-25,-0.4612661358462331,1.0,-0.5366337053268592,1.0,1.0
2025-10-26,0.5339674259387498,0.40933039611752625,-0.09228710398489125,0.5495441892679707,5.0
2025-10-27,1.1431456913183642,0.7132787931830975,0.5198281707438897,1.6759136237878898,2.0
2025-10-28,0.24035183080879238,0.8816921015221846,-0.5573372841288714,0.06711274173255917,7.0
2025-10-29,-0.6588120772332599,0.5075122238425781,0.15833398048203418,0.6718226004386895,6.0
2025-10-30,0.7034336999671789,0.33463208307075687,0.4661586640053616,1.102457031977395,3.0
