0,1,2,3,4,word,summary
89878.39719254947,6.565682840050972,-0.0052214331670378256,-0.0029831074725494497,-0.0035702132614635618,summaryOfAllWords,81817.59520967762
6.031344326727314,-5.30071545709176,-1.5858397680113492,0.5348896812024219,0.12690590327932913,Auf,17.19674800572945
-2.915443574722974,-1.0737536655199862,-0.8897007172111038,-0.1585691754174161,-0.11661214783987761,Trockenen,7.334435716479988
-4.662964181851925,-0.22488958096600742,-0.5231022347939353,-0.12401271450011218,-0.020722126630504725,auf trocken+en,5.405997719205035
-1.5467593985886534,-1.7796018470600141,-1.1233822149821333,-0.3869924039250691,-0.12332103544233383,Extreme,8.863970348459155
-4.133873241775541,-0.5011211323110913,-0.6576653164403079,-0.24164212104691452,-0.01729334218616556,trocken+en extrem+e,5.997195476734356
179.1913961330975,-85.25499593752714,0.9458087723375252,-2.0989432913200994,1.1569841059655868,Wasserknappheit,207.90868457898523
0.7535497517280625,-2.9670045989316063,-1.4119166070005054,-0.6850719320130803,-0.10632199201986983,extrem+e wasser+knappheit,11.438523560996092
10.40759623602659,-7.3186220944570906,-1.8980598816018293,0.006010151445903361,-0.22471912880428063,bald,22.00366325816807
-4.548302977414322,-0.2744063706211839,-0.5452730786915219,-0.05890464019771546,-0.044062757141121,wasser+knappheit bald,5.529878822128116
36.9049943848618,-19.51091989505142,-1.971381782788643,0.5497017454953665,0.23249910082202366,Millionen,51.15079002244078
-4.6114318624725135,-0.2409862182933593,-0.5269155696801385,-0.02659293475474883,-0.04933795466911112,bald million+en,5.459185049554329
65.07678730795399,-32.08458998022264,0.2820848297495856,0.24062736170286375,-0.8063729643928933,Menschen,82.04572590105593
20.134336988622813,-11.900616849055542,-1.9131015267169966,0.7985298775651486,0.25199869185073687,million+en mensch+en,32.74545668591274
-0.7046019765610261,-2.1408073959161205,-1.0865002631973937,0.6684674873485608,-0.08813407651329234,treffen,9.778134398398796
-4.686699042038881,-0.2001987483567853,-0.5006073757746823,0.05924271403489098,-0.06910745013798272,mensch+en treff+en,5.3745460610568925
-4.666390731182997,-0.20984435517504263,-0.5035157437713802,0.0855652867054579,-0.07810309715308754,Selbst,5.3968435181552605
-4.666390731182997,-0.20984435517504263,-0.5035157437713802,0.0855652867054579,-0.07810309715308754,treff+en selbst,5.3968435181552605
-4.5738156695452625,-0.25585608177155406,-0.5239056771717792,0.12067984997388377,-0.0948337372878747,moderaten,5.4992901294215075
-4.5738156695452625,-0.25585608177155406,-0.5239056771717792,0.12067984997388377,-0.0948337372878747,selbst moderat+en,5.4992901294215075
-2.3375304006571938,-1.4043200617570686,-0.838395544097714,0.749464912673073,0.05360016436524456,Emissionen,7.996032429075947
-4.432553643001404,-0.32713170536072367,-0.5573171112818948,0.14064418996029057,-0.11105910756487375,moderat+en emission+en,5.656051113302781
-4.059957474755212,-0.5217953160242592,-0.6467603194891525,0.13930487407890813,-0.14017359052848002,steuern,6.072320561804417
-4.059957474755212,-0.5217953160242592,-0.6467603194891525,0.13930487407890813,-0.14017359052848002,emission+en steuer+n,6.072320561804417
-1.907480272973837,-1.55288269132391,-1.0094767978087218,0.30467670237586153,-0.2789523611910293,ganze,8.44434049537766
-4.1156953181516185,-0.4830909821470901,-0.6256634052689727,0.18971883358103475,-0.14404053904028866,steuer+n ganz+e,6.006337697472552
0.16279647066117597,-2.5187873300768273,-1.2321920539161457,0.3858932140579437,-0.16169722488499677,Weltregionen,10.71941766195198
-4.0647847553781356,-0.5049645744785658,-0.631916544350414,0.22032951155809843,-0.15213988354774516,ganz+e welt+region+en,6.0614700287127965
4.249815846599429,-4.4550718529380156,-1.5971073293125955,0.3287005923805177,-0.3874917506957811,Stunde-Null-Dürre,15.22647140929891
-2.9783053531093806,-1.033663501288598,-0.8327893065935215,0.3186806558936668,-0.22884628517487238,welt+region+en stunde-null-dürre,7.261498260790758
33.123398117136034,-17.757816262150637,-2.0377290276787074,0.6832943949047788,-0.18455074053242698,zeigt,46.982619496650514
-2.8969248065793094,-1.0740986338515044,-0.8437166186727565,0.3419303608008489,-0.23125530916097625,stunde-null-dürre zeig+t,7.351822226695682
17.018727667448886,-10.147920086137468,-0.20335672593458415,0.016292221851139994,-0.8977219271908962,neue,29.232164660293662
-3.6890863337176922,-0.6897026918670601,-0.6987063025512608,0.311431389883866,-0.17861854043035988,zeig+t neu+e,6.477172207831173
20.791449005414222,-12.094423773406492,-2.0099854734826446,0.6607521981591559,-0.18750881580455359,Studie,33.42105305576145
-0.6004869863339888,-2.1613019031469007,-1.123716419307111,0.44322778222745157,-0.045044945793628874,neu+e studie,9.880650002906087
3.057251806667958,-3.754220260408671,0.4917641680972313,0.10279652555654051,-1.2140810571745344,Welche,13.907507059453694
0.488183328633502,-2.6756560686753326,-1.3165100666192255,-0.06711415894676356,-0.14967378674614104,Länder,11.078774576177857
-4.40839775011596,-0.3374858498158577,-0.5384532557914421,0.3004825167706723,-0.11102994692479881,welche land+er,5.68265585945256
8.81551489183425,-6.576437865999136,-1.737232835322094,0.6494962675319229,-0.07837695377328681,besonders,20.25189746492791
-4.533220147564359,-0.2762063532393815,-0.507767756541285,0.29628565905940935,-0.09306049953654541,land+er besonders,5.544811985888123
1.8588549774421637,-3.3283779253059946,-1.3416103868549434,0.4932425652136508,0.022836124136630664,gefährdet,12.593227223774834
-3.0000837590846547,-1.0227655229299866,-0.8199016512316861,0.3627100817586205,-0.2044492910444337,besonders gefährd+et,7.237488860332676
1.2236572777307941,-3.0164026076448818,-1.36806687603462,0.0808749133653677,-0.1337857969075694,kommenden,11.886566058631557
